timestamp,cpu_pct,mem_pct,net_in_kbps,net_out_kbps,disk_io_ops,latency_ms,errors_5xx,queue_depth,build_number
5970,32.45,60.91,1604.6,497.9,103,11.84,0,6.7,1042
6000,32.24,61.07,1858.2,711.2,147,11.36,0,7.0,1042
6030,29.89,61.52,1777.7,622.3,42,15.06,0,6.3,1042
6060,33.62,61.49,1795.8,509.1,155,17.96,0,5.2,1042
6090,31.64,61.86,1580.1,591.3,29,15.10,0,5.1,1042
6120,28.74,62.30,1887.7,580.8,54,14.62,0,5.3,1042
6150,34.23,62.78,1717.5,556.2,83,17.10,0,5.8,1042
6180,29.50,63.31,1532.5,562.2,99,14.97,0,4.6,1042
6210,33.69,63.72,1610.8,549.5,96,12.95,0,4.9,1042
6240,31.34,63.70,1551.4,522.6,81,17.55,0,4.9,1042
6270,34.17,63.75,1962.9,799.7,49,15.28,0,5.5,1042
6300,29.74,63.52,1830.9,620.2,14,12.80,0,5.3,1042
6330,28.47,63.57,1708.9,661.7,74,10.71,0,5.7,1042
6360,27.07,63.29,1564.0,637.3,107,8.48,0,6.8,1042
6390,29.67,63.10,1960.8,767.0,103,8.81,1,6.5,1042
6420,33.50,63.02,1970.3,603.6,90,12.17,0,6.4,1042
6450,27.64,62.99,1567.0,470.3,147,12.38,0,6.2,1042
6480,34.59,63.07,1562.0,669.0,67,15.40,0,6.3,1042
6510,31.31,62.81,2049.4,759.1,88,10.34,0,7.5,1042
6540,34.95,62.62,1766.5,541.6,60,16.24,0,6.9,1042
6570,28.49,63.11,2032.4,624.8,162,13.79,0,7.3,1042
6600,29.53,63.17,1829.1,707.7,75,15.13,0,7.6,1042
6630,33.72,63.29,2050.0,732.0,135,18.18,0,8.6,1042
6660,34.53,63.71,2064.7,626.2,48,19.27,1,9.8,1042
6690,35.12,64.00,1796.0,583.1,183,14.21,0,8.7,1042
6720,31.37,63.77,1660.4,726.5,125,12.10,0,8.5,1042
6750,30.05,64.32,1635.0,630.4,120,14.37,0,7.7,1042
6780,36.68,64.76,2019.3,657.2,173,17.28,0,8.7,1042
6810,37.61,64.50,1819.5,692.2,155,14.36,0,9.2,1042
6840,33.63,64.94,1827.3,565.5,148,11.55,0,9.3,1042
6870,36.17,65.45,1591.6,446.9,149,15.96,0,8.8,1042
6900,34.19,65.69,1811.7,741.4,110,14.66,0,8.9,1042
6930,32.94,65.48,1989.1,727.0,216,15.53,0,8.7,1042
6960,38.37,65.26,1719.6,583.3,184,20.94,0,9.0,1042
6990,39.86,65.29,2005.2,772.7,182,16.77,0,10.0,1042
7020,39.99,65.37,1675.9,646.6,155,19.51,0,10.8,1042
7050,37.31,65.79,1862.1,563.4,131,21.04,0,10.7,1042
7080,37.02,66.17,1975.2,811.8,272,19.67,0,9.8,1042
7110,42.52,66.11,1780.0,648.5,226,17.23,1,9.2,1042
7140,39.14,66.39,1729.5,535.8,217,17.42,0,9.9,1042
7170,37.77,66.55,2019.1,550.9,296,17.24,0,9.7,1042
7200,41.31,67.04,2104.8,724.1,269,19.30,0,9.4,1042
7230,43.15,67.21,1706.2,581.2,259,19.39,0,9.0,1042
7260,41.26,67.22,1707.8,669.6,299,19.80,0,8.3,1042
7290,43.95,67.74,1907.6,581.0,219,23.37,0,9.2,1042
7320,44.80,67.51,1851.1,659.8,246,22.82,0,9.9,1042
7350,39.56,67.60,1895.6,773.9,292,16.44,0,9.9,1042
7380,46.53,67.32,1897.8,615.9,325,21.38,0,9.9,1042
7410,43.15,67.33,1809.2,617.3,240,21.85,0,8.8,1042
7440,45.42,67.00,1712.5,681.3,336,25.68,0,8.8,1042
7470,47.67,66.73,2105.5,739.3,258,23.99,0,8.0,1042
7500,43.38,67.15,1706.2,579.1,299,23.40,0,8.5,1042
7530,45.74,67.42,1940.2,795.7,353,23.44,0,8.1,1042
7560,43.31,67.78,1644.1,596.6,322,17.54,0,7.9,1042
7590,44.25,67.53,2043.9,725.1,405,18.61,0,8.0,1042
7620,48.99,67.35,2084.8,575.2,279,23.52,0,8.6,1042
7650,44.30,67.42,1785.2,685.2,299,22.30,0,8.0,1042
7680,51.91,67.53,1997.4,591.3,427,23.09,0,7.0,1042
7710,50.22,67.50,1647.1,492.9,385,25.47,0,7.4,1042
7740,46.57,67.76,1787.0,650.8,392,20.51,0,6.6,1042
7770,49.31,67.45,2037.6,615.9,359,27.69,1,7.1,1042
7800,53.32,67.86,2085.7,839.6,386,26.77,0,8.0,1042
7830,49.49,68.14,1919.1,704.9,433,28.10,0,6.9,1042
7860,52.88,68.05,1777.7,688.6,403,30.09,0,6.0,1042
7890,48.99,68.43,1722.9,532.6,394,22.13,0,7.0,1042
7920,52.55,68.44,1980.8,802.7,461,30.35,0,7.0,1042
7950,48.19,68.21,2045.6,602.9,429,23.25,0,6.7,1042
7980,47.87,68.32,1912.7,703.5,342,23.74,0,7.4,1042
8010,49.92,68.62,2154.6,727.4,388,23.48,0,6.6,1042
8040,48.33,68.37,1681.7,678.9,379,21.08,0,6.6,1042
8070,50.07,68.31,1744.2,525.4,331,24.48,0,5.4,1042
8100,48.29,68.53,1733.3,701.9,436,25.76,0,5.3,1042
8130,48.10,68.67,2161.6,932.0,383,26.22,0,5.6,1042
8160,55.19,69.15,2071.7,753.2,345,26.82,0,4.6,1042
8190,50.19,69.07,2044.6,723.0,446,23.78,0,5.1,1042
8220,51.62,69.36,2005.6,620.8,342,22.25,0,4.7,1042
8250,53.01,69.52,2101.7,826.3,399,30.41,0,4.8,1042
8280,54.04,69.49,2098.0,750.8,368,25.71,0,4.1,1042
8310,48.62,69.91,2087.6,672.0,457,22.63,0,3.5,1042
8340,49.74,69.93,1988.4,763.3,382,22.83,0,4.5,1042
8370,53.75,69.89,1996.8,667.8,409,27.66,0,4.3,1042
8400,49.56,69.77,1934.6,689.0,353,22.72,0,5.1,1042
8430,52.62,69.83,1983.1,760.5,442,27.27,0,5.1,1042
8460,46.74,69.74,2015.6,691.7,309,22.37,0,5.5,1042
8490,47.06,70.23,1732.4,677.9,354,20.66,0,4.9,1042
8520,46.10,70.24,1907.3,633.1,363,26.50,0,3.9,1042
8550,47.39,70.06,1941.2,795.5,338,27.32,0,3.2,1042
8580,51.85,70.56,1769.3,574.2,316,24.07,0,4.3,1042
8610,46.95,70.32,1893.8,615.5,381,23.03,0,5.3,1042
8640,46.67,70.49,2011.6,623.0,393,21.56,0,4.7,1042
8670,46.72,70.82,2029.2,712.6,281,22.18,0,3.6,1042
8700,49.73,71.21,1688.3,700.5,337,28.04,0,2.6,1042
8730,50.64,71.59,2159.6,721.9,338,26.55,0,2.7,1042
8760,48.49,71.60,1824.1,515.8,271,21.59,0,2.8,1042
8790,48.59,71.90,1954.8,662.4,261,23.30,0,2.1,1042
8820,47.34,72.15,2017.0,682.4,355,24.37,0,0.9,1042
8850,45.26,72.36,2028.3,793.1,296,22.56,0,0.2,1042
8880,43.64,72.86,1735.2,683.4,319,24.24,0,0.0,1042
8910,45.60,72.74,1785.7,529.8,202,21.62,0,0.2,1042
8940,43.81,72.51,1910.3,718.8,219,22.94,0,0.0,1042
8970,46.73,73.05,2142.1,891.5,239,20.23,0,0.9,1042
9000,47.06,72.93,1906.1,725.9,176,22.79,0,0.9,1042
9030,44.47,72.96,1735.6,461.3,207,21.70,0,0.0,1042
9060,44.76,72.81,1781.0,522.1,257,22.98,0,0.0,1042
9090,38.50,72.50,1930.7,782.8,198,21.99,0,0.6,1042
9120,43.29,72.54,1712.1,562.6,189,20.37,0,0.1,1042
9150,40.52,72.81,1788.9,615.8,256,22.08,0,0.0,1042
9180,37.28,73.24,2111.1,629.9,152,15.78,0,1.1,1042
9210,43.75,73.05,2053.2,624.5,197,24.04,0,1.0,1042
9240,41.79,73.47,1802.5,681.0,109,21.79,0,1.7,1042
9270,39.86,73.16,2207.5,779.5,111,15.70,0,1.1,1042
9300,41.05,72.90,2136.8,787.0,97,17.60,0,0.5,1042
9330,42.55,72.68,2197.8,842.1,114,22.71,0,0.7,1042
9360,39.21,72.51,2225.8,632.7,123,14.93,0,1.6,1042
9390,36.02,72.77,1875.7,669.8,121,16.77,0,1.5,1042
9420,40.82,73.26,1842.0,664.4,84,18.29,0,1.6,1042
9450,35.90,73.49,2105.5,594.7,85,20.29,0,0.9,1042
9480,40.64,73.20,2148.1,884.5,98,19.07,0,2.1,1042
9510,39.91,73.51,2195.1,838.4,109,15.04,0,2.1,1042
9540,39.89,73.46,1860.3,622.9,124,17.92,0,2.5,1042
9570,37.25,73.94,2043.4,659.1,111,18.73,1,2.6,1042
9600,33.09,73.71,1950.3,675.1,117,11.30,0,2.4,1042
9630,34.76,73.98,2230.2,864.2,28,16.86,0,3.5,1042
9660,33.13,74.32,2118.6,862.7,80,15.02,0,3.7,1042
9690,38.46,74.15,2239.7,775.0,75,15.15,0,4.8,1042
9720,37.58,74.37,1746.0,625.5,54,18.79,0,5.1,1042
9750,35.66,74.55,2085.4,698.3,126,20.26,0,4.7,1042
9780,34.81,74.40,1917.4,834.7,79,14.48,0,5.6,1042
9810,37.43,74.95,2038.3,769.2,60,16.38,1,7.1,1042
9840,32.54,75.33,1861.9,738.3,30,13.88,0,8.3,1042
9870,35.27,75.77,1818.2,533.6,40,19.30,0,9.0,1042
9900,32.52,75.89,1996.7,579.9,30,13.99,0,9.0,1042
9930,38.22,75.67,2068.3,707.1,141,19.47,0,8.9,1042
9960,32.22,75.86,1973.3,829.4,13,12.86,0,10.1,1042
9990,32.12,76.00,2090.5,569.4,137,16.97,0,10.9,1042
10020,39.30,75.72,2182.3,766.5,87,21.10,0,11.5,1042
10050,38.01,75.75,1974.0,569.4,113,20.17,0,12.7,1042
10080,36.22,75.69,1997.0,735.6,46,16.41,0,11.7,1042
10110,35.51,75.50,1910.0,708.8,25,14.72,0,12.2,1042
10140,35.47,75.83,1879.5,561.2,123,15.70,0,11.0,1042
10170,34.77,76.02,2255.5,828.5,53,15.17,0,12.0,1042
10200,36.87,75.71,1749.0,500.4,127,19.50,0,12.2,1042
10230,39.70,75.64,2260.5,665.9,43,15.07,0,13.0,1042
10260,37.26,75.76,1885.1,697.7,44,20.67,0,13.0,1042
10290,38.25,76.01,1880.3,514.7,149,14.16,0,13.5,1042
10320,41.40,76.07,2176.7,659.7,62,21.13,0,12.5,1042
10350,41.92,76.10,1999.7,617.3,143,17.98,0,11.5,1042
10380,37.44,75.89,1834.0,558.3,87,20.59,0,11.0,1042
10410,40.14,76.24,1846.5,693.6,161,18.57,0,11.1,1042
10440,38.74,76.13,1838.0,776.4,181,19.99,0,10.2,1042
10470,43.63,76.13,2133.7,907.9,218,21.41,0,9.7,1042
10500,43.23,76.51,1967.8,709.7,172,23.64,0,8.6,1042
10530,42.39,76.21,2258.5,957.6,147,23.01,0,8.7,1042
10560,39.94,75.90,2231.1,592.3,210,22.48,0,8.6,1042
10590,43.86,75.91,1798.3,501.0,179,22.52,0,8.6,1042
10620,40.68,76.43,1779.5,693.3,235,21.53,0,8.2,1042
10650,40.31,76.87,2232.8,783.4,207,17.76,0,8.4,1042
10680,47.38,77.28,2203.0,767.0,275,19.89,0,8.0,1042
10710,45.57,77.18,2250.6,705.4,247,22.73,0,8.7,1042
10740,41.84,77.34,1939.6,728.7,274,22.65,0,9.6,1042
10770,42.74,77.75,1902.4,605.1,263,21.15,0,8.5,1042
10800,47.36,78.08,1933.1,696.2,279,25.18,0,8.3,1042
10830,43.16,77.99,2214.4,855.0,271,23.94,0,8.5,1042
10860,45.56,78.47,2187.6,643.6,319,18.53,0,8.5,1042
10890,48.46,78.60,2069.2,758.1,300,20.44,0,9.1,1042
10920,43.87,79.00,2012.2,695.4,301,23.30,0,9.0,1042
10950,48.52,79.26,1805.6,499.6,326,24.76,0,10.1,1042
10980,49.71,79.62,2049.3,685.4,252,25.98,0,11.0,1042
11010,50.92,80.07,1989.3,686.4,361,23.52,0,11.1,1042
11040,52.12,79.84,1810.3,667.6,268,24.48,0,11.8,1042
11070,48.14,80.25,2068.2,673.5,252,24.79,0,11.5,1042
11100,47.66,80.01,2074.3,750.1,382,25.85,0,11.8,1042
11130,46.96,80.04,2091.3,751.5,397,20.18,0,11.4,1042
11160,52.47,79.90,2248.5,884.9,357,27.62,0,10.8,1042
11190,49.83,80.40,2070.2,664.7,273,28.51,0,9.7,1042
11220,49.31,80.12,2169.6,679.0,406,24.37,0,8.8,1042
11250,49.08,80.15,2285.8,709.1,359,26.01,0,8.6,1042
11280,51.46,80.64,2107.1,797.1,328,23.88,0,8.4,1042
11310,51.67,80.48,2062.5,608.3,328,26.66,0,8.4,1042
11340,49.89,80.47,1917.8,736.5,423,21.06,0,9.1,1042
11370,51.79,80.78,2035.0,860.3,395,27.18,0,9.8,1042
11400,53.62,80.53,2262.3,799.1,440,28.84,0,9.8,1042
11430,56.87,80.65,1871.2,650.2,425,32.17,0,9.0,1042
11460,57.20,80.74,2280.7,836.1,374,25.89,0,8.8,1042
11490,54.84,81.04,1943.1,572.9,347,30.16,0,9.4,1042
11520,52.76,81.49,1948.7,780.5,366,27.72,0,10.0,1042
11550,53.59,81.65,1961.3,724.7,378,27.63,0,10.3,1042
11580,51.63,81.47,1954.1,761.1,386,28.88,0,9.3,1042
11610,52.32,81.21,1844.7,772.1,429,30.06,0,9.7,1042
11640,54.31,80.98,2234.3,649.6,455,27.33,0,10.8,1042
11670,53.08,81.10,1826.3,591.1,447,30.05,0,9.9,1042
11700,58.32,81.22,2007.3,801.4,396,29.52,0,9.5,1042
11730,57.20,81.20,2038.8,819.1,383,33.23,0,9.4,1042
11760,57.83,81.68,2240.0,737.1,410,25.79,0,8.9,1042
11790,56.69,81.47,2159.5,598.0,428,26.12,0,8.3,1042
11820,52.65,81.23,1955.6,765.1,374,27.77,0,7.9,1042
11850,59.23,81.61,2189.5,878.8,377,27.72,0,7.9,1042
11880,52.58,81.58,2035.8,555.2,382,25.24,0,8.8,1042
